sector,property_type,bedRoom,bathroom,builtUpArea,servant room,study room,luxury_category
sector 70,flat,3.0,5.0,1527.0,Yes,No,Medium
sector 61,flat,3.0,3.0,1630.02,No,No,Low
sector 81,flat,2.0,2.0,1361.0,No,No,Medium
sector 109,flat,3.0,3.0,2303.0,Yes,No,High
dlf phase,house,3.0,2.0,1350.0,No,Yes,Low
sushant lok,house,5.0,5.0,2700.0,Yes,Yes,Low
sector 23,house,4.0,4.0,3078.0,No,No,Low
sector 23,house,3.0,3.0,2430.0,Yes,No,Medium
sohna road,flat,3.0,3.0,1281.0,No,No,High
sector 71,flat,2.0,2.0,1084.0,No,No,Low
sector 81,flat,3.0,4.0,1558.0,Yes,No,Medium
sushant lok,house,9.0,9.0,2700.0,Yes,No,Low
sector 9,flat,4.0,3.0,2000.0,No,No,Low
sector 102,flat,3.0,3.0,1314.0,Yes,No,Medium
sector 92,flat,3.0,3.0,1700.0,Yes,No,Low
sector 113,flat,3.0,4.0,2350.0,Yes,No,High
sector 70,flat,3.0,3.0,1765.0,Yes,No,Low
sector 65,flat,3.0,3.0,3043.0,Yes,Yes,Medium
sector 49,house,3.0,3.0,1701.0,No,No,Low
sector 3,flat,2.0,2.0,1604.0,No,No,Low
sector 90,flat,4.0,4.0,2139.0,Yes,No,Medium
sector 85,flat,4.0,4.0,2300.0,Yes,Yes,Low
sector 102,flat,3.0,3.0,1493.0,Yes,No,Low
sector 82a,flat,4.0,4.0,2273.13,No,No,Low
sector 111,flat,4.0,5.0,2700.0,Yes,No,Low
sector 13,house,6.0,6.0,192.0,No,No,Low
sector 15,house,2.0,2.0,900.0,Yes,No,Low
sector 90,flat,2.0,2.0,1350.0,No,Yes,Medium
sector 48,flat,4.0,5.0,3444.0,Yes,Yes,Medium
sector 50,house,4.0,4.0,3060.0,Yes,Yes,High
sector 48,house,4.0,4.0,2700.0,Yes,No,Medium
sector 92,flat,4.0,3.0,1765.0,No,No,Low
sector 92,flat,3.0,3.0,1738.0,No,No,Medium
sector 70a,flat,3.0,3.0,1750.0,Yes,No,Medium
sector 79,flat,3.0,3.0,1423.0,No,No,High
sector 54,flat,3.0,4.0,2329.07,Yes,No,High
sector 90,flat,3.0,3.0,1700.0,Yes,No,Medium
sector 102,flat,2.0,2.0,828.0,No,No,Low
sushant lok,flat,4.0,5.0,3806.0,No,No,Low
sector 7,house,2.0,4.0,900.0,Yes,No,Low
sector 99a,flat,2.0,2.0,1368.0,No,Yes,Medium
sector 65,flat,3.0,3.0,1650.07,Yes,Yes,Low
sector 113,flat,3.0,3.0,1695.95,No,Yes,Low
sector 11,flat,2.0,2.0,846.0,No,No,Low
sector 62,flat,4.0,6.0,3932.0,Yes,Yes,Medium
sector 106,flat,4.0,4.0,2100.0,Yes,No,High
sector 113,flat,3.0,2.0,1420.0,No,No,Low
sector 63a,flat,3.0,3.0,2150.12,Yes,No,Medium
sector 70a,house,4.0,4.0,2691.0,Yes,Yes,High
sector 37d,flat,3.0,5.0,1833.0,Yes,No,Low
sector 13,house,2.0,2.0,1426.0,No,Yes,Low
sector 2,house,8.0,9.0,7200.0,Yes,Yes,Medium
sector 67,flat,3.0,4.0,2100.0,Yes,No,Low
sector 4,house,2.0,1.0,624.0,No,No,Low
sector 95,flat,2.0,2.0,974.0,No,Yes,Low
sector 65,flat,3.0,3.0,1600.0,Yes,Yes,Low
sector 86,flat,3.0,3.0,1900.0,No,No,High
sector 109,flat,3.0,4.0,2100.0,Yes,No,High
sector 109,house,4.0,4.0,2430.0,Yes,No,Medium
sector 49,flat,3.0,4.0,2060.0,No,Yes,Low
sector 84,flat,2.0,2.0,1222.0,No,Yes,Low
sector 89,flat,3.0,3.0,1944.0,No,Yes,Medium
sector 67,flat,3.0,3.0,2047.13,No,No,High
sector 90,flat,4.0,5.0,2330.0,Yes,Yes,High
sector 4,house,2.0,2.0,61.0,No,No,Low
sector 92,flat,3.0,3.0,1221.0,No,No,Medium
sector 83,house,3.0,3.0,2160.0,Yes,No,Low
sector 48,house,4.0,5.0,3222.0,Yes,Yes,Medium
sector 104,flat,3.0,4.0,2072.0,Yes,No,High
sector 109,house,4.0,4.0,6228.0,Yes,No,Medium
sector 95,flat,2.0,2.0,809.0,No,Yes,Medium
sector 81,flat,3.0,3.0,2343.0,Yes,No,Low
sector 70,flat,3.0,5.0,1527.0,Yes,No,Medium
new gurgaon,flat,4.0,4.0,3889.0,Yes,Yes,Medium
sector 11,house,7.0,3.0,300.0,No,No,Low
sector 111,flat,3.0,4.0,2005.0,Yes,Yes,Medium
sector 43,flat,3.0,4.0,2222.0,Yes,No,Low
sector 22,house,7.0,5.0,2367.0,No,No,Low
sector 84,flat,3.0,3.0,1652.0,No,Yes,Medium
sector 103,flat,3.0,4.0,1731.0,Yes,No,High
sector 78,flat,2.0,2.0,1224.0,No,No,Low
sector 4,house,3.0,3.0,2250.0,No,No,Low
sector 46,house,5.0,5.0,1449.0,Yes,No,Medium
sector 90,flat,2.0,2.0,650.0,No,No,Low
sector 102,flat,3.0,3.0,2351.0,Yes,Yes,Medium
sector 70,flat,4.0,4.0,2667.0,Yes,No,Medium
sector 12,flat,2.0,2.0,737.0,No,No,Low
sector 33,flat,3.0,2.0,131.0,No,No,Medium
south city,house,8.0,5.0,3240.0,Yes,No,Low
sector 61,flat,3.0,3.0,1223.0,Yes,Yes,Medium
sector 67,flat,1.0,1.0,826.0,No,No,Low
sector 4,house,2.0,4.0,640.0,No,No,Low
sector 69,flat,4.0,4.0,1819.0,No,No,High
sector 12,house,1.0,1.0,2000.0,No,No,Low
sector 37d,flat,3.0,3.0,1700.0,No,No,High
sector 47,flat,3.0,3.0,1888.0,Yes,No,Medium
sector 61,flat,2.0,2.0,1278.0,No,Yes,Low
gwal pahari,flat,4.0,5.0,5249.0,Yes,Yes,High
sector 102,flat,2.0,2.0,1145.0,No,No,High
sector 61,flat,3.0,3.0,1475.0,No,Yes,Medium
sector 107,flat,3.0,4.0,2057.0,Yes,No,High
sector 50,flat,3.0,3.0,2357.0,Yes,No,Medium
sector 109,flat,3.0,3.0,2303.0,Yes,No,Medium
sector 95,flat,2.0,2.0,950.0,No,No,Low
sector 81,flat,3.0,4.0,2513.0,Yes,No,Medium
sector 8,house,2.0,4.0,891.0,No,No,Low
sector 102,flat,3.0,3.0,1644.0,No,No,Medium
sector 82,house,4.0,4.0,3900.0,Yes,No,Medium
sector 59,flat,4.0,4.0,4254.0,Yes,Yes,High
sector 50,flat,3.0,3.0,2093.06,No,No,Medium
sector 2,flat,2.0,2.0,1100.0,No,No,Medium
sector 90,flat,2.0,2.0,696.0,No,No,Low
sector 1,flat,3.0,3.0,1900.0,Yes,No,Low
sector 69,flat,3.0,3.0,1419.0,No,No,Medium
sector 50,house,3.0,3.0,2255.4,Yes,No,Low
sector 33,flat,3.0,3.0,1500.0,Yes,No,Low
sector 7,flat,2.0,2.0,700.0,No,No,Low
sector 45,house,3.0,9.0,1836.0,No,No,Medium
sector 69,flat,3.0,3.0,1419.0,No,No,Medium
sector 28,flat,3.0,5.0,2590.0,No,No,Low
sohna road,flat,2.0,2.0,1095.0,No,No,High
sector 2,flat,1.0,1.0,450.0,No,No,Low
sector 103,flat,4.0,6.0,2718.0,Yes,No,Medium
sector 111,flat,4.0,5.0,2996.0,Yes,No,High
sector 83,flat,3.0,3.0,1618.0,No,No,Low
sector 1,flat,3.0,2.0,1696.0,No,No,Medium
surat nagar,house,2.0,6.0,1305.0,No,No,Low
sector 4,flat,2.0,2.0,950.0,No,No,Low
sector 89,house,2.0,2.0,1297.0,No,No,Low
sector 102,flat,3.0,3.0,1456.0,No,No,Medium
dlf phase,house,5.0,5.0,1800.0,Yes,No,Medium
sector 17,house,2.0,2.0,145.0,No,No,Low
sector 83,flat,3.0,3.0,1600.0,Yes,No,High
south city,house,9.0,8.0,2475.0,Yes,No,Medium
sector 5,flat,3.0,2.0,889.0,No,No,Low
sector 69,flat,4.0,4.0,2186.0,No,No,Medium
sector 69,flat,3.0,3.0,1210.0,Yes,No,Medium
sector 11,house,2.0,5.0,800.0,No,No,Low
dwarka expressway,flat,3.0,3.0,1267.0,No,No,Low
sector 37c,flat,3.0,3.0,1563.0,No,Yes,Low
sector 70a,flat,2.0,2.0,1400.0,No,No,Medium
sector 31,house,2.0,2.0,1426.0,No,No,Low
sector 107,flat,2.0,2.0,543.0,No,No,Low
sector 85,flat,4.0,5.0,2017.0,Yes,No,Medium
sohna road road,house,5.0,5.0,1350.0,No,No,Low
sohna road,flat,2.0,2.0,743.0,No,No,Low
sector 109,house,5.0,6.0,4500.0,Yes,Yes,Medium
sector 113,flat,4.0,4.0,2553.0,Yes,Yes,Medium
dlf phase,house,4.0,4.0,2844.0,Yes,Yes,High
sector 102,flat,3.0,4.0,1945.0,Yes,Yes,Medium
sector 66,flat,4.0,5.0,2100.11,Yes,No,Low
sector 28,house,2.0,2.0,864.0,No,No,Low
sector 66,flat,3.0,4.0,1700.06,Yes,No,Medium
sector 84,flat,3.0,3.0,1833.0,Yes,No,Medium
dlf phase,house,8.0,5.0,540.0,No,No,Low
sohna road,flat,2.0,2.0,789.0,No,No,Low
sector 79,flat,3.0,3.0,1348.0,No,No,Low
sector 37d,flat,2.0,3.0,656.0,No,No,Low
sector 4,house,3.0,3.0,2250.0,No,No,Low
sector 92,flat,4.0,3.0,2093.0,Yes,No,Medium
sector 102,flat,3.0,3.0,1700.0,No,No,High
sector 102,flat,4.0,5.0,2600.0,Yes,No,High
dlf phase,house,5.0,6.0,3240.0,Yes,Yes,High
sector 84,flat,3.0,3.0,1750.0,No,No,Medium
sector 67,house,6.0,7.0,3600.0,Yes,Yes,High
sector 84,flat,3.0,3.0,1525.0,No,No,High
sector 37d,flat,3.0,3.0,1700.0,No,No,Medium
sector 109,flat,3.0,2.0,1701.0,No,No,Medium
sector 89,flat,3.0,3.0,1581.0,No,Yes,Low
sector 50,house,6.0,5.0,3078.0,Yes,Yes,Low
sector 81,flat,3.0,3.0,1570.0,Yes,Yes,Low
sector 26,house,4.0,4.0,1800.0,No,No,Low
dlf phase,house,5.0,5.0,3618.0,Yes,Yes,Low
sector 85,flat,2.0,3.0,1550.0,No,No,Low
sector 4,flat,1.0,1.0,500.0,No,No,Low
sector 33,house,5.0,6.0,4500.0,Yes,Yes,Medium
sector 7,house,2.0,3.0,477.0,No,No,Low
sushant lok,flat,3.0,4.0,2124.75,No,No,Low
sector 107,flat,2.0,2.0,1236.0,No,No,Medium
sector 84,flat,3.0,3.0,1610.0,No,No,Medium
sector 17,house,2.0,1.0,891.0,No,No,Low
sector 54,flat,4.0,4.0,2076.0,Yes,No,Medium
sector 12,flat,3.0,4.0,2000.0,Yes,Yes,Low
sector 69,flat,3.0,3.0,1392.0,No,No,High
sector 86,flat,2.0,2.0,646.0,No,No,Medium
sector 93,flat,2.0,2.0,730.0,No,No,Low
sector 86,flat,3.0,3.0,1746.0,No,No,Medium
sector 90,flat,3.0,3.0,1600.0,No,No,Medium
sector 69,flat,3.0,3.0,1428.0,No,No,Low
sector 70,flat,3.0,5.0,1527.0,Yes,No,High
sector 79,flat,3.0,4.0,2031.0,Yes,No,High
sector 2,flat,1.0,2.0,723.0,No,No,Medium
sector 50,flat,3.0,4.0,2700.0,Yes,No,High
sector 85,flat,2.0,2.0,1934.0,No,No,Low
sohna road,flat,2.0,2.0,605.0,No,No,Medium
sector 85,flat,2.0,2.0,1464.0,No,No,Medium
sector 36,flat,3.0,2.0,850.0,No,No,Low
sector 33,house,3.0,2.0,900.0,No,No,Low
sector 102,flat,3.0,4.0,1700.0,Yes,No,High
sector 92,flat,3.0,2.0,1175.0,No,No,Low
sector 68,flat,2.0,2.0,1130.0,No,No,Medium
sector 81,flat,3.0,4.0,2407.0,Yes,No,High
sector 63a,flat,2.0,2.0,1400.0,No,No,Low
sector 69,flat,3.0,3.0,1419.0,No,No,Medium
dlf phase,house,4.0,3.0,8829.0,No,No,Low
sector 83,flat,2.0,2.0,1150.0,No,No,Medium
sector 33,house,2.0,2.0,1210.0,No,Yes,Medium
sector 69,flat,3.0,3.0,1428.0,No,No,Medium
sector 49,flat,5.0,6.0,3219.0,Yes,No,Low
sector 86,flat,3.0,2.0,1480.0,No,No,Medium
sector 88a,flat,3.0,3.0,2296.0,Yes,No,Medium
sector 111,flat,1.0,1.0,450.0,No,No,Low
sector 90,flat,3.0,3.0,1667.0,Yes,No,Medium
sector 85,flat,3.0,3.0,1587.0,No,No,Low
sector 111,flat,4.0,5.0,2650.0,Yes,No,High
sector 95,flat,2.0,2.0,717.0,No,Yes,Medium
sector 68,flat,3.0,2.0,1403.0,No,No,Low
sector 109,house,4.0,5.0,6228.0,No,No,Medium
sector 22,flat,3.0,4.0,2500.0,Yes,No,Medium
sector 90,flat,3.0,3.0,1929.0,Yes,No,Medium
sector 62,flat,4.0,4.0,3925.0,No,Yes,Medium
sector 108,flat,3.0,3.0,1500.0,Yes,No,High
sector 74,flat,2.0,2.0,1200.0,No,No,Medium
sector 95,flat,3.0,3.0,1800.0,No,No,Low
sector 110,flat,4.0,5.0,3077.0,Yes,No,High
sector 103,flat,3.0,3.0,1725.0,Yes,Yes,Low
sector 31,flat,3.0,2.0,1450.0,No,No,Medium
sector 43,flat,4.0,4.0,2398.0,No,No,Medium
sector 74,flat,2.0,2.0,1508.0,No,No,High
sector 69,flat,4.0,4.0,1819.0,No,No,Medium
sector 84,flat,2.0,2.0,533.0,No,No,Medium
sector 85,flat,2.0,2.0,1200.0,Yes,Yes,High
sector 110,flat,5.0,5.0,3511.0,Yes,No,Medium
sector 84,flat,2.0,2.0,1394.0,No,Yes,Low
sector 106,flat,2.0,2.0,940.0,No,No,Low
sector 56,flat,4.0,4.0,2300.0,No,No,Medium
sector 84,flat,3.0,3.0,1833.0,Yes,No,Low
sector 62,flat,3.0,3.0,1600.03,No,Yes,Low
sector 37c,flat,3.0,3.0,1647.0,No,No,Low
sector 54,flat,4.0,3.0,1900.0,No,No,Low
sector 86,flat,3.0,2.0,1529.0,No,No,Medium
sushant lok,house,8.0,8.0,3762.0,Yes,Yes,High
sector 63,flat,3.0,3.0,1641.95,Yes,No,Low
sector 85,flat,2.0,2.0,1484.0,No,No,Medium
sector 46,house,4.0,4.0,900.0,No,No,Low
sector 71,flat,3.0,3.0,1466.0,No,No,Low
dlf phase,house,5.0,5.0,4518.0,Yes,Yes,Medium
sector 68,flat,4.0,4.0,1809.0,No,No,Medium
sector 85,flat,3.0,4.0,2026.0,Yes,No,High
dlf phase,flat,3.0,3.0,1527.0,No,No,Medium
sector 66,flat,3.0,4.0,2200.08,Yes,No,Medium
sector 92,flat,4.0,3.0,2167.0,No,No,Low
sector 113,flat,2.0,2.0,1418.0,No,No,Medium
sector 85,flat,2.0,2.0,1630.0,No,No,Low
gwal pahari,flat,4.0,4.0,4842.0,Yes,No,Low
sector 82a,flat,3.0,3.0,1677.0,No,No,Low
sector 108,flat,2.0,2.0,1250.0,No,No,Medium
valley view,flat,1.0,1.0,565.0,No,No,Low
sector 22,flat,2.0,2.0,1200.0,No,No,Medium
sector 9,house,3.0,2.0,822.0,No,No,Low
sector 85,flat,3.0,3.0,1344.0,No,No,Medium
sohna road,flat,2.0,2.0,508.0,No,No,Medium
sohna road,flat,2.0,2.0,640.0,No,No,Medium
manesar,flat,3.0,3.0,2321.0,Yes,No,Low
sector 12,house,2.0,4.0,675.0,No,No,Low
sector 95,flat,2.0,2.0,507.0,No,No,Medium
sector 106,flat,3.0,4.0,1186.0,Yes,Yes,High
sector 71,flat,3.0,3.0,1466.0,No,No,Medium
sector 102,flat,3.0,4.0,1757.0,Yes,No,High
sector 85,flat,2.0,2.0,1426.0,No,No,High
sector 37d,flat,3.0,3.0,1639.0,No,No,Medium
sector 81,flat,4.0,4.0,2599.0,Yes,No,High
sector 85,flat,4.0,5.0,2545.0,Yes,No,Medium
sector 48,flat,3.0,3.0,1493.0,No,No,High
sector 103,flat,3.0,3.0,1560.0,No,Yes,Medium
sohna road,flat,2.0,2.0,676.0,No,No,Low
sector 105,house,3.0,3.0,1125.0,No,No,Low
sector 66,house,4.0,4.0,4689.0,Yes,No,Medium
sector 102,flat,3.0,3.0,1314.0,No,No,Low
sector 69,flat,4.0,4.0,2172.0,Yes,No,Low
sector 95,flat,2.0,2.0,1364.0,No,No,Low
sector 2,flat,2.0,2.0,1086.0,No,Yes,Medium
dlf phase,flat,4.0,5.0,2661.0,Yes,No,Low
sector 37d,flat,3.0,2.0,1900.0,Yes,No,Medium
dlf phase,flat,4.0,4.0,2744.0,Yes,No,Low
sector 50,flat,3.0,3.0,2400.0,Yes,No,High
sector 65,flat,3.0,3.0,1833.0,Yes,No,Medium
sector 86,flat,3.0,4.0,1715.0,Yes,No,Medium
sector 103,flat,2.0,2.0,1250.0,No,Yes,Medium
sector 86,flat,2.0,2.0,1360.0,No,No,Medium
dlf phase,house,3.0,3.0,2430.0,No,No,Low
sector 85,flat,4.0,4.0,2500.0,Yes,No,Low
sector 1,flat,3.0,3.0,1900.0,Yes,No,Low
dlf phase,house,4.0,4.0,2430.1,Yes,No,High
sector 2,house,2.0,2.0,1125.0,No,No,Low
sector 76,flat,2.0,2.0,823.0,No,No,Low
dlf phase,house,3.0,5.0,1800.0,No,No,Low
sector 113,flat,3.0,3.0,1429.0,No,No,Medium
sector 102,flat,2.0,2.0,1166.0,No,No,Low
sector 109,flat,3.0,3.0,1910.0,Yes,No,Medium
sector 102,flat,3.0,3.0,1493.0,Yes,No,Medium
sector 71,flat,2.0,2.0,590.0,No,No,Low
dlf phase,house,6.0,8.0,2844.0,Yes,Yes,Low
sector 109,house,4.0,4.0,2430.0,Yes,Yes,High
sector 66,flat,3.0,3.0,1950.08,Yes,No,Medium
sector 90,flat,3.0,4.0,1697.0,Yes,No,Medium
sector 85,flat,3.0,3.0,1436.0,No,No,Low
sector 48,house,4.0,4.0,2592.0,Yes,No,Low
sector 89,flat,2.0,2.0,1390.0,No,No,Low
sector 103,flat,3.0,3.0,1670.0,No,No,Low
sector 95,flat,2.0,2.0,990.0,No,No,Low
sector 72,flat,3.0,3.0,2000.0,Yes,No,High
sector 95,flat,2.0,2.0,1256.0,No,Yes,Medium
dlf phase,flat,2.0,2.0,1222.0,No,No,Medium
sector 7,house,2.0,2.0,1800.0,No,No,Low
sector 79,flat,3.0,3.0,1362.0,No,No,Medium
sector 56,flat,1.0,1.0,543.0,No,No,Medium
sector 9,house,2.0,3.0,900.0,No,No,Low
sector 48,house,4.0,4.0,3240.0,Yes,No,Low
sector 104,flat,3.0,2.0,1607.0,No,Yes,Medium
sector 50,house,5.0,5.0,3240.0,No,Yes,Low
sector 65,flat,2.0,2.0,1015.0,No,No,Low
sector 65,flat,3.0,3.0,1493.0,Yes,Yes,High
dlf phase,flat,4.0,4.0,2712.0,Yes,No,Low
sector 113,flat,4.0,4.0,2353.0,Yes,Yes,High
sector 88a,flat,3.0,2.0,663.0,No,No,Low
sector 83,flat,2.0,2.0,1199.0,No,No,Low
sector 37d,flat,4.0,4.0,2100.0,No,No,Medium
sector 107,flat,2.0,2.0,496.0,No,No,Low
sector 22,flat,2.0,2.0,1533.0,No,No,Low
sector 109,flat,4.0,4.0,2380.0,Yes,No,Low
sector 106,flat,3.0,4.0,1305.0,Yes,Yes,High
sector 48,flat,3.0,3.0,2000.0,Yes,Yes,High
sector 65,flat,3.0,3.0,4278.0,No,No,Medium
sohna road,flat,1.0,1.0,386.0,No,No,Medium
sector 77,flat,3.0,3.0,1810.0,Yes,No,Low
sector 95,flat,3.0,2.0,716.0,No,No,Medium
sector 91,flat,4.0,3.0,2578.0,No,Yes,Low
sector 86,house,4.0,5.0,3194.0,Yes,No,Low
sector 85,flat,2.0,2.0,1485.0,No,No,Low
sector 36a,flat,1.0,1.0,319.0,No,No,Medium
sector 69,flat,4.0,4.0,1819.0,No,No,Medium
sohna road,flat,2.0,2.0,534.0,No,No,Medium
sector 21,flat,5.0,5.0,2400.0,Yes,Yes,Low
sector 79,flat,3.0,3.0,1265.0,No,Yes,Medium
dlf phase,house,5.0,6.0,4518.0,Yes,Yes,Medium
sector 9,house,2.0,2.0,37.0,No,No,Low
sector 28,house,5.0,6.0,5000.0,No,No,Low
sector 103,flat,3.0,3.0,1845.0,No,No,Low
dlf phase,flat,3.0,4.0,3201.0,Yes,No,Medium
sector 109,flat,4.0,5.0,2765.0,No,No,Medium
sector 112,house,4.0,4.0,6350.0,Yes,No,Medium
sector 71,flat,3.0,4.0,1577.0,Yes,No,High
sector 33,flat,3.0,2.0,118.0,No,Yes,Medium
sector 95,flat,2.0,2.0,887.0,No,Yes,Medium
sector 50,house,5.0,6.0,3000.0,No,No,Low
sector 51,flat,4.0,4.0,2300.0,No,No,Medium
sector 65,flat,3.0,3.0,2800.0,Yes,No,High
sector 113,flat,3.0,3.0,1890.0,No,Yes,High
sector 48,flat,3.0,4.0,2574.0,No,No,Low
sector 79,flat,2.0,2.0,1611.0,No,No,High
sector 108,flat,3.0,4.0,2525.25,No,No,Medium
sector 104,flat,3.0,3.0,1490.0,No,No,Medium
sector 76,house,4.0,4.0,3111.0,No,No,Low
sector 89,flat,3.0,2.0,998.0,No,Yes,Low
sector 22,flat,4.0,5.0,3333.0,Yes,No,Low
sector 85,flat,4.0,6.0,3890.0,Yes,No,High
sector 67a,flat,2.0,2.0,581.0,No,No,Medium
sector 15,house,4.0,4.0,130.0,No,No,Low
sector 69,flat,3.0,3.0,1640.0,No,No,Low
sector 10a,flat,6.0,4.0,3951.0,No,No,Low
sector 5,flat,2.0,2.0,533.0,No,No,Low
sector 50,flat,2.0,2.0,1330.0,No,No,High
sector 74,flat,2.0,2.0,1300.0,No,No,High
sector 90,flat,4.0,4.0,1900.0,No,No,Medium
sector 92,flat,3.0,4.0,1475.0,No,No,Medium
sector 49,flat,5.0,5.0,3724.0,Yes,Yes,Low
sector 49,flat,4.0,5.0,3356.0,Yes,No,Low
sector 65,flat,4.0,4.0,1650.07,No,Yes,Medium
sector 23,house,3.0,3.0,2000.0,No,No,Low
sector 85,flat,2.0,2.0,1300.0,No,No,Medium
sector 92,flat,2.0,2.0,846.0,No,No,Low
sector 85,flat,3.0,4.0,2179.0,No,No,Medium
sector 92,flat,3.0,2.0,1091.0,No,No,Low
sector 107,flat,4.0,5.0,2505.0,Yes,No,Low
sector 62,flat,5.0,7.0,4990.0,Yes,No,High
a block,house,5.0,5.0,3762.0,Yes,Yes,Low
sector 82a,flat,3.0,3.0,2333.0,Yes,No,Medium
sector 69,flat,4.0,4.0,1804.0,Yes,Yes,High
sector 83,flat,3.0,4.0,1900.0,No,No,Medium
sector 72,flat,4.0,5.0,2629.0,Yes,No,Medium
sector 53,house,5.0,5.0,2646.0,No,No,Low
sector 66,house,5.0,5.0,6786.0,Yes,Yes,Medium
sector 12,house,2.0,3.0,30.0,No,No,Low
golf course,house,3.0,2.0,100.0,No,No,Low
sector 83,flat,3.0,3.0,1350.0,Yes,No,Low
sector 105,house,1.0,3.0,360.0,No,No,Low
sohna road road,house,3.0,3.0,9000.0,No,No,Low
sector 86,flat,2.0,2.0,1231.0,No,No,Low
sector 69,flat,2.0,3.0,1100.0,No,No,Medium
sohna road road,house,3.0,3.0,3500.0,Yes,Yes,Low
sector 81,flat,3.0,3.0,1780.0,No,No,Low
sector 82,flat,2.0,2.0,1299.0,No,Yes,Medium
sector 37d,flat,3.0,3.0,1639.0,No,No,Medium
sector 56,house,4.0,4.0,1449.0,Yes,Yes,Low
sector 3,flat,2.0,2.0,900.0,No,No,Medium
south city,house,7.0,7.0,2475.0,Yes,Yes,High
sector 88a,flat,3.0,3.0,1582.37,No,No,Medium
sector 67,flat,3.0,3.0,2048.13,No,No,High
sector 92,flat,3.0,2.0,1473.0,No,No,Low
sector 49,house,5.0,5.0,3456.0,Yes,Yes,Low
sohna road,flat,3.0,2.0,1120.0,No,No,Medium
sector 90,flat,3.0,3.0,2167.0,No,Yes,Low
sector 90,flat,3.0,3.0,1929.0,Yes,No,Medium
sector 48,flat,3.0,3.0,1923.0,Yes,No,Medium
sector 50,house,5.0,7.0,3240.0,Yes,Yes,High
sector 81,flat,3.0,3.0,1550.0,Yes,Yes,Low
sohna road,flat,2.0,2.0,699.0,No,No,Low
sector 33,flat,3.0,3.0,1403.0,No,Yes,Medium
sector 108,flat,2.0,2.0,1362.0,No,No,Medium
sector 12,house,8.0,8.0,4800.0,Yes,Yes,Medium
dlf phase,house,4.0,4.0,1069.6,No,No,Low
sector 86,flat,3.0,3.0,1747.0,No,No,Medium
sector 113,flat,2.0,2.0,1199.0,No,No,Low
sector 79,flat,3.0,3.0,1656.0,No,No,Medium
sector 33,flat,2.0,2.0,102.0,No,No,Low
sushant lok,house,3.0,3.0,2160.0,Yes,No,Low
sector 66,flat,3.0,3.0,2000.0,Yes,No,Low
sector 9a,flat,4.0,4.0,2580.0,No,No,Low
sector 95,flat,1.0,1.0,407.0,No,No,Medium
sector 2,flat,2.0,2.0,1416.0,No,Yes,Medium
sector 61,house,3.0,3.0,1549.0,No,No,Medium
sector 83,flat,3.0,3.0,1200.0,Yes,Yes,High
sector 69,flat,4.0,4.0,1783.0,No,No,Medium
sector 113,flat,3.0,4.0,2600.0,Yes,No,High
sector 61,flat,3.0,3.0,1549.0,No,No,Medium
sector 61,flat,3.0,3.0,1592.0,No,No,Low
sohna road,flat,2.0,2.0,516.0,No,No,Low
sector 68,flat,3.0,2.0,1365.0,No,No,Low
sector 3,flat,2.0,2.0,956.0,No,No,Medium
sector 102,flat,3.0,3.0,1314.0,Yes,No,Medium
sector 113,flat,3.0,3.0,1507.0,No,No,Low
sector 113,flat,3.0,3.0,2599.0,Yes,Yes,High
sector 89,flat,3.0,3.0,1473.0,No,Yes,Medium
sector 11,house,4.0,3.0,1800.0,No,Yes,Low
sector 79,flat,3.0,3.0,1154.0,No,No,Medium
sector 56,flat,4.0,4.0,2500.0,No,No,Medium
new palam,flat,2.0,2.0,850.0,No,No,Low
sector 91,flat,4.0,4.0,2465.0,Yes,No,Medium
sector 108,flat,2.0,2.0,1167.0,Yes,No,High
sector 92,flat,4.0,5.0,1895.0,No,No,Low
sector 91,flat,4.0,4.0,2139.0,Yes,No,Medium
sector 102,flat,3.0,3.0,1314.0,Yes,No,High
sector 103,flat,3.0,4.0,2012.0,Yes,Yes,Medium
sector 92,flat,3.0,3.0,712.0,No,No,Medium
sohna road,flat,2.0,2.0,522.0,No,No,Low
sector 85,flat,4.0,4.0,2600.0,No,No,Low
sector 50,house,4.0,4.0,3200.0,No,No,Medium
sector 108,flat,3.0,4.0,2343.1,Yes,No,Low
sector 79,flat,2.0,2.0,1747.0,No,Yes,Medium
sector 22,flat,3.0,4.0,2000.0,Yes,No,Medium
sector 90,flat,2.0,2.0,1122.0,No,Yes,Medium
sector 37d,flat,4.0,3.0,1650.0,No,No,Medium
sector 83,flat,3.0,2.0,1653.0,Yes,Yes,High
sector 61,flat,3.0,3.0,1638.71,No,No,Low
sector 102,flat,4.0,4.0,3178.0,No,No,Medium
sector 68,flat,2.0,2.0,1250.0,No,No,Low
sector 7,house,2.0,1.0,450.0,No,No,Low
sector 6,flat,2.0,2.0,790.0,No,No,Low
sector 92,flat,3.0,3.0,1281.0,No,No,Medium
dlf phase,house,6.0,7.0,1800.0,Yes,Yes,Medium
sector 105,house,5.0,3.0,3500.0,No,No,Low
sohna road,flat,3.0,2.0,1014.0,No,No,Medium
sector 81,flat,3.0,4.0,2315.0,Yes,Yes,High
sohna road,flat,2.0,2.0,602.0,No,No,Low
sector 37c,flat,3.0,4.0,1899.0,Yes,Yes,Low
dlf phase,house,6.0,6.0,4518.0,Yes,No,Low
sector 68,flat,2.0,2.0,1180.0,No,No,Low
